ppm,intensity
0.0,0.0001024319369248397
0.001,0.0033766099648188394
0.002,0.0
0.003,0.0004950013761841209
0.004,0.0
0.005,0.0
0.006,0.0018284803344014978
0.007,0.00019945506044872775
0.008,0.0008142460385078911
0.009000000000000001,0.0011126084277197639
0.01,0.0
0.011,0.0011083775237184475
0.012,0.0008721806418561131
0.013000000000000001,0.0
0.014,0.00037428573909545695
0.015,0.001208184793975766
0.016,0.0
0.017,0.0011105983163160948
0.018000000000000002,0.0
0.019,0.0
0.02,0.0
0.021,0.0
0.022,0.0036433552572952403
0.023,0.0
0.024,0.0
0.025,0.0
0.026000000000000002,0.00019741216927441775
0.027,0.0
0.028,0.0
0.029,0.001829844256883294
0.03,0.0025180509450663923
0.031,0.002800386614060666
0.032,0.0025139293119291932
0.033,0.0
0.034,0.0
0.035,0.00036183091211582774
0.036000000000000004,0.0008094685490858129
0.037,0.0006688540508438992
0.038,0.0
0.039,0.0
0.04,0.0009914682718991418
0.041,0.001868374647084094
0.042,0.001119799701476159
0.043000000000000003,0.0009709595895616855
0.044,0.0
0.045,8.711985662385866e-05
0.046,0.0
0.047,0.0
0.048,0.001808187767914073
0.049,0.0012950179470312421
0.05,0.0
0.051000000000000004,0.00018959184621357303
0.052000000000000005,0.0008647785660996589
0.053,0.0
0.054,0.00012864898992253645
0.055,0.001331793217492337
0.056,0.007103038988715
0.057,0.0
0.058,0.0
0.059000000000000004,0.0
0.06,0.0
0.061,0.002877152886351776
0.062,0.0
0.063,0.0
0.064,0.004017074563685577
0.065,0.002923970621725099
0.066,0.002865742179790772
0.067,0.0
0.068,0.0022600044391931154
0.069,0.0
0.07,0.0
0.07100000000000001,0.0006933583988209258
0.07200000000000001,0.0
0.073,0.001953357903196915
0.074,0.0
0.075,0.0007122096401580615
0.076,0.0
0.077,0.0
0.078,0.004195309267385486
0.079,0.0
0.08,0.0022144330455765937
0.081,0.0
0.082,0.0
0.083,0.0020413792271529218
0.084,7.598348248973089e-05
0.085,0.0031402830563597604
0.08600000000000001,0.0
0.08700000000000001,0.00505141693191799
0.088,0.002108487190497003
0.089,0.0
0.09,0.003289054276453801
0.091,0.0033481687181958282
0.092,0.0030027415521301447
0.093,0.002240520459040427
0.094,0.00031837691260034673
0.095,0.0
0.096,0.0
0.097,0.0014622563839491185
0.098,0.005625022899878201
0.099,0.0001067833179513358
0.1,0.0044856033886593975
0.101,0.0
0.10200000000000001,0.0006481435955564249
0.10300000000000001,8.821426511970467e-05
0.10400000000000001,0.0
0.105,0.00022357769333114594
0.106,0.0
0.107,0.0
0.108,0.0
0.109,0.002430234608772902
0.11,0.0
0.111,0.0
0.112,0.0
0.113,0.0024148159887069664
0.114,0.0
0.115,0.0
0.116,0.0
0.117,0.0026939236641581005
0.11800000000000001,0.0005335465131098919
0.11900000000000001,0.0013204296875116278
0.12,0.0
0.121,0.0
0.122,0.0009477022661967653
0.123,0.00020536792562940602
0.124,0.0
0.125,0.0
0.126,0.0
0.127,0.0005082719395312982
0.128,0.0023317131690772873
0.129,0.0
0.13,0.0028988153662153127
0.131,0.0
0.132,0.0026692839268874476
0.133,0.0008614548537057093
0.134,0.0025308068326420777
0.135,0.00037780497325613836
0.136,0.0
0.137,0.0010386508172101389
0.138,0.0
0.139,0.0022171101309837768
0.14,0.0023695900749788504
0.14100000000000001,0.0
0.14200000000000002,0.001137810743305652
0.14300000000000002,0.006290317520629189
0.14400000000000002,0.0
0.145,0.0
0.146,0.002225602809344808
0.147,0.0006863046225124946
0.148,0.00033919330648840996
0.149,0.0
0.15,0.0
0.151,0.0007293307946832452
0.152,0.0
0.153,0.0027646186053641177
0.154,0.0018187260601387413
0.155,0.0
0.156,0.001654131584253351
0.157,0.0007661894111892557
0.158,0.0021579308513836435
0.159,0.001182846066188107
0.16,0.0024006458151900837
0.161,0.0036068128485642293
0.162,0.0
0.163,0.0
0.164,0.0
0.165,0.0
0.166,0.0
0.167,7.906602737180533e-05
0.168,0.0033996829720930573
0.169,0.0
0.17,0.0006366809539612287
0.171,0.0010912565342186516
0.17200000000000001,0.0033474407781851428
0.17300000000000001,0.0003887595015858703
0.17400000000000002,0.0
0.17500000000000002,0.001999380562948147
0.176,0.0019092943460824103
0.177,0.0021420422177587262
0.178,0.0018179524489380392
0.179,4.540104567123137e-05
0.18,0.0
0.181,0.0016815761900324147
0.182,0.0
0.183,0.001344532749488102
0.184,0.003796218655613818
0.185,0.0
0.186,0.0
0.187,0.0
0.188,0.0
0.189,0.0
0.19,0.0015128060143554773
0.191,0.0009513859508914295
0.192,0.0024146922165015914
0.193,0.0009537310398199529
0.194,0.0
0.195,0.00039034313964107315
0.196,0.0016097039521174542
0.197,0.0
0.198,0.002627961456081144
0.199,0.0
0.2,0.0027677063441510557
0.201,0.0025763567943836423
0.202,0.002606739781533162
0.203,0.0
0.20400000000000001,0.001552727723297276
0.20500000000000002,0.0004678236392230676
0.20600000000000002,0.0018283294119962328
0.20700000000000002,0.0008429125428461018
0.20800000000000002,0.0
0.209,0.0
0.21,0.0
0.211,0.0015041095874257912
0.212,0.0008278479175925614
0.213,0.006312211934238805
0.214,0.0008348820116830385
0.215,0.0
0.216,0.00048151606586302605
0.217,0.0
0.218,0.0007705742105582797
0.219,0.001430443665645012
0.22,0.0
0.221,0.004317274586996835
0.222,0.0
0.223,0.001311971793287736
0.224,0.000979117829763077
0.225,0.0
0.226,0.0025111321406561006
0.227,0.0
0.228,0.0
0.229,0.0027443576510379868
0.23,0.0003209095691785388
0.231,0.0
0.232,0.0
0.233,0.00020055074954416726
0.234,0.0013586123809649568
0.23500000000000001,0.0023060258063444397
0.23600000000000002,0.0
0.23700000000000002,0.0
0.23800000000000002,0.0
0.23900000000000002,0.0
0.24,0.0
0.241,0.0011711917255715775
0.242,0.001687793372938419
0.243,0.0
0.244,0.0002114663742028242
0.245,0.0
0.246,0.0
0.247,0.0
0.248,0.0020867844116775167
0.249,8.350702310097775e-05
0.25,0.001339547479670469
0.251,0.0
0.252,0.00022765050912021184
0.253,0.0036322726589943007
0.254,0.00037541973490772066
0.255,0.0
0.256,0.0
0.257,0.002182783750253346
0.258,0.00039887409150254243
0.259,0.0006651028687183899
0.26,0.003997559450698348
0.261,0.0
0.262,0.0
0.263,0.0014705418764264526
0.264,0.0006177266042149474
0.265,0.0020869521214370735
0.266,0.001437078963136743
0.267,0.003122808845737169
0.268,0.001467562487761834
0.269,0.0
0.27,0.0008524719139347126
0.271,0.0
0.272,0.0006765825097661395
0.273,0.0015679563095443644
0.274,0.0009615067193166842
0.275,0.0007642662598798618
0.276,0.0
0.277,0.0
0.278,0.0
0.279,0.0015812603741244277
0.28,0.0
0.281,0.003529750906578887
0.28200000000000003,0.0032504568754191964
0.28300000000000003,0.0017380757348136038
0.28400000000000003,0.0034528927071352427
0.28500000000000003,0.0003300117635591928
0.28600000000000003,0.004339353127430608
0.28700000000000003,2.4484554027193525e-05
0.28800000000000003,1.7050419606010888e-05
0.289,0.0012157174432407484
0.29,0.0032963538643877963
0.291,0.002654522257066236
0.292,0.0
0.293,0.0006288018999284219
0.294,0.0
0.295,0.002396241719895398
0.296,0.0016366834725604048
0.297,0.0007248470216192757
0.298,0.0015457869676055811
0.299,0.0
0.3,0.0
0.301,0.0009464723783240625
0.302,0.0016381077426995002
0.303,0.0
0.304,0.0
0.305,0.0
0.306,0.0
0.307,0.0
0.308,0.0
0.309,0.00508873530742125
0.31,0.0014242274385396873
0.311,0.002171039375328355
0.312,0.0007166015539976555
0.313,0.0
0.314,0.0012382745048868625
0.315,0.0009745888921118342
0.316,0.0
0.317,0.0002305736503006629
0.318,0.0
0.319,0.0
0.32,0.0
0.321,0.0017233222144788847
0.322,0.0
0.323,0.0
0.324,0.0026444810636938086
0.325,0.0012906236494418864
0.326,0.0007834477200420094
0.327,0.003539405371711124
0.328,0.000710719563426431
0.329,0.0
0.33,0.0
0.331,0.0
0.332,9.89762665726659e-05
0.333,0.0
0.334,0.0014985294562185549
0.335,0.0011202828327065303
0.336,0.0
0.337,0.0023682902952340047
0.338,0.0
0.339,0.0
0.34,0.002471991174430671
0.341,0.0027033299426729774
0.342,0.0
0.343,0.000772854015028085
0.34400000000000003,0.0032828747173676296
0.34500000000000003,0.0004083540619162797
0.34600000000000003,0.0014988172633851485
0.34700000000000003,0.00014743844606862576
0.34800000000000003,0.0
0.34900000000000003,0.0
0.35000000000000003,0.00012567780862546515
