ppm,intensity
0.0,0.0
0.001,0.0005147011517730345
0.002,0.0
0.003,0.0
0.004,0.0016613975121583307
0.005,0.0
0.006,0.0
0.007,0.002600753411142039
0.008,0.0
0.009000000000000001,0.00035949543130354
0.01,0.0
0.011,0.0
0.012,0.0
0.013000000000000001,0.0
0.014,0.0022295187003366374
0.015,0.0028340269955812155
0.016,0.0009757666916480674
0.017,0.0
0.018000000000000002,0.0022082330286958564
0.019,0.0018167649165300973
0.02,0.0
0.021,0.0012780084546144862
0.022,0.004724025344814378
0.023,0.004765209250569966
0.024,0.0
0.025,0.0029140261455394695
0.026000000000000002,0.0014739036970007932
0.027,0.0
0.028,0.0025573669905823546
0.029,0.0
0.03,0.0017093318890722851
0.031,0.0
0.032,0.00048433423223888253
0.033,0.0
0.034,0.0
0.035,0.0003610506704116625
0.036000000000000004,0.0
0.037,0.0
0.038,0.0
0.039,0.0012588989307052764
0.04,0.0
0.041,0.002042051426488085
0.042,0.0
0.043000000000000003,0.0009686069919139708
0.044,0.0006109402186418064
0.045,0.0
0.046,0.0016572430683963872
0.047,0.0001433591101099084
0.048,0.0
0.049,0.0
0.05,0.0
0.051000000000000004,0.0
0.052000000000000005,0.0
0.053,0.0007951575823339982
0.054,0.0005312846184776245
0.055,0.00039132531634712567
0.056,0.0
0.057,0.0022943259302031045
0.058,0.0
0.059000000000000004,0.0027506952527873315
0.06,0.0
0.061,3.764674457114488e-05
0.062,0.0009352457192615443
0.063,0.0
0.064,0.0006787142432650681
0.065,2.8255465999857605e-05
0.066,0.000448768263856032
0.067,0.0
0.068,0.0
0.069,0.0024737020480407167
0.07,0.000331119776575792
0.07100000000000001,0.002208853575103925
0.07200000000000001,0.0
0.073,0.0
0.074,0.0
0.075,0.0024744614686023187
0.076,0.0010304343781972368
0.077,0.0
0.078,0.0
0.079,0.00227176874290679
0.08,0.0
0.081,0.004121880760232182
0.082,0.0
0.083,0.0
0.084,0.0
0.085,0.0
0.08600000000000001,0.0024033052467362643
0.08700000000000001,0.001947642652589289
0.088,0.004107689731347192
0.089,0.002738756406820198
0.09,0.001124259324859583
0.091,0.0005846278919667831
0.092,0.0
0.093,0.0015845022408391162
0.094,0.0013577763044780916
0.095,0.0
0.096,0.0
0.097,0.002996036153551422
0.098,0.0011060173184200854
0.099,0.00024286041730492154
0.1,1.2104793283459922e-05
0.101,0.002093208373108536
0.10200000000000001,0.0016129326170609276
0.10300000000000001,0.0
0.10400000000000001,0.0
0.105,0.0016609621752036322
0.106,0.00043474950575840045
0.107,0.0
0.108,0.0009702498339891176
0.109,0.0
0.11,0.0
0.111,0.0018553780885937157
0.112,0.0
0.113,0.0014319773428432812
0.114,0.0
0.115,2.6123104538616255e-05
0.116,0.002594826319344922
0.117,0.002678178536527623
0.11800000000000001,0.0027232390149500756
0.11900000000000001,0.00026154464110841023
0.12,0.0031270724567532627
0.121,0.0004106993842343461
0.122,0.0
0.123,0.0018793446965380065
0.124,0.0
0.125,0.0
0.126,0.0005804394420279302
0.127,0.0
0.128,0.0030106135641823186
0.129,0.0006484179209629615
0.13,0.0
0.131,0.0005470850765297108
0.132,0.0008417301843846952
0.133,0.0
0.134,5.552945806052227e-05
0.135,0.00022999034792213
0.136,0.0
0.137,0.0015423668829226327
0.138,0.005019438767785203
0.139,0.0014815048472488625
0.14,0.0
0.14100000000000001,0.0020685134673127715
0.14200000000000002,0.004882388614100748
0.14300000000000002,0.0009771212779905955
0.14400000000000002,0.0
0.145,0.0015454176857150532
0.146,0.0
0.147,0.0
0.148,0.002113464377905485
0.149,0.0014065647980054628
0.15,0.0
0.151,0.0
0.152,0.0014249790833954776
0.153,0.0013082746583372798
0.154,0.0
0.155,0.002529253424126956
0.156,0.0002354197795033004
0.157,0.0
0.158,0.0
0.159,0.0
0.16,0.0
0.161,0.0
0.162,0.0009960928067057368
0.163,0.0
0.164,0.0007435851461330072
0.165,0.0
0.166,0.0002577527736463697
0.167,0.0012317635902683896
0.168,0.0003702629166799495
0.169,0.0
0.17,0.0021621014280523115
0.171,0.0005396958156001252
0.17200000000000001,0.002297377721261724
0.17300000000000001,0.00043223181683214315
0.17400000000000002,0.0
0.17500000000000002,0.0006292937656034542
0.176,0.0
0.177,0.0
0.178,0.0
0.179,0.0032834612181263136
0.18,0.00135232625525731
0.181,0.0
0.182,0.002357534222453355
0.183,0.0
0.184,0.0
0.185,0.0
0.186,0.0012078486186305032
0.187,7.736748808087906e-05
0.188,0.0
0.189,0.0008630242747650339
0.19,0.0
0.191,0.0
0.192,0.0007941630695097944
0.193,0.0
0.194,0.0
0.195,0.0
0.196,0.0035731744366668105
0.197,0.0017927883095760436
0.198,0.0
0.199,0.0
0.2,0.0
0.201,0.0
0.202,0.0005618519542557191
0.203,0.0032313269290634473
0.20400000000000001,0.00043170780769816045
0.20500000000000002,0.0023559580649816507
0.20600000000000002,0.0014112136669843576
0.20700000000000002,0.0
0.20800000000000002,0.0011667295885295769
0.209,0.0
0.21,0.0
0.211,0.004374314104107294
0.212,0.0007407286267550336
0.213,0.0
0.214,0.002321655450715609
0.215,0.0015285659952262646
0.216,0.0019228510917865603
0.217,0.0
0.218,0.0022148279653902126
0.219,0.0009459939887803193
0.22,0.0
0.221,0.0
0.222,0.0012070643207920948
0.223,0.0
0.224,0.00327948297915964
0.225,0.00017725488920443917
0.226,0.00338865296692874
0.227,0.0
0.228,0.0021128961460241515
0.229,0.0008909915621671584
0.23,0.004900176709323959
0.231,0.0
0.232,0.0
0.233,0.001155059455993201
0.234,0.0015999428810604182
0.23500000000000001,0.0
0.23600000000000002,0.0002737201579389457
0.23700000000000002,0.0031871690777490417
0.23800000000000002,0.0006872184090202336
0.23900000000000002,0.0
0.24,0.0037023178415110094
0.241,0.0
0.242,0.0
0.243,0.0
0.244,0.001823787201090444
0.245,0.002527772937807771
0.246,0.002368404212143522
0.247,0.00268872045072119
0.248,0.0
0.249,0.0
0.25,0.0
0.251,1.6455100295013415e-05
0.252,0.001228840252677324
0.253,0.0012388109376472245
0.254,0.00026284404493902134
0.255,0.0
0.256,0.00022800802214794835
0.257,0.001250609922761997
0.258,0.0
0.259,0.0008655073809326068
0.26,0.0
0.261,0.001680384823395608
0.262,0.0007238396274326208
0.263,0.0016333221890679286
0.264,0.0
0.265,0.002397185634924962
0.266,0.0027442106901380127
0.267,0.0
0.268,5.0359686541957247e-05
0.269,0.0
0.27,0.0007372951486050143
0.271,0.0001873123551260817
0.272,0.00033145746650145786
0.273,0.0013369825646013158
0.274,0.0
0.275,0.0
0.276,0.0029291967193458396
0.277,0.0
0.278,0.0
0.279,0.0012957499811847377
0.28,0.0
0.281,0.0
0.28200000000000003,0.0
