ppm,intensity
0.0,0.0
0.001,0.0
0.002,0.001335052707817403
0.003,0.0
0.004,0.003766462916820435
0.005,0.0
0.006,0.000594684177456017
0.007,0.0
0.008,0.0
0.009000000000000001,0.0
0.01,0.0
0.011,0.0
0.012,0.00036297890122855654
0.013000000000000001,0.0002684611672242962
0.014,0.0
0.015,0.0
0.016,0.0
0.017,0.0
0.018000000000000002,0.007418183755241731
0.019,0.0007221575506044418
0.02,0.0036163649227577235
0.021,0.001599283987388892
0.022,0.001668637201022503
0.023,0.0
0.024,0.00021949722699402292
0.025,0.0036677452014743815
0.026000000000000002,0.0029318415282003686
0.027,0.0
0.028,0.00131344277138049
0.029,0.0022153370338911776
0.03,0.0
0.031,0.0
0.032,0.0010605505265164283
0.033,0.0
0.034,0.0
0.035,0.0017707262610424496
0.036000000000000004,0.0013510699957488851
0.037,0.0008362593046458904
0.038,0.0
0.039,0.0008827530085311734
0.04,0.0
0.041,0.0017652102238035466
0.042,0.0008016820891519938
0.043000000000000003,0.0009889915328876657
0.044,0.0
0.045,0.0
0.046,0.00013231607273544812
0.047,0.0011267785866010934
0.048,0.001698049619949528
0.049,0.0021238594754978005
0.05,0.0
0.051000000000000004,0.0
0.052000000000000005,0.001027928461548719
0.053,0.0
0.054,0.0
0.055,0.0
0.056,0.0
0.057,0.0
0.058,0.0018679347040858301
0.059000000000000004,0.0
0.06,0.0
0.061,6.62752985112111e-05
0.062,0.00034966943556810805
0.063,0.0009436252841519127
0.064,0.00041024869885312277
0.065,0.0
0.066,0.0
0.067,0.0027961098054927317
0.068,0.001320168366964308
0.069,0.0
0.07,0.0031188362565859203
0.07100000000000001,0.0
0.07200000000000001,0.0
0.073,0.0005219658604463835
0.074,0.00033858574543053476
0.075,0.0015558486892040305
0.076,0.0
0.077,0.0
0.078,0.002841064565576377
0.079,0.0
0.08,0.0
0.081,0.0009021900908957823
0.082,0.0012262392014781385
0.083,0.0008590599874513778
0.084,0.0
0.085,0.0
0.08600000000000001,0.006312260326078532
0.08700000000000001,0.0
0.088,0.0
0.089,0.0
0.09,0.0008279339149718783
0.091,0.0
0.092,0.0
0.093,0.0012060389668036083
0.094,0.0027085494196821503
0.095,0.00033936752427107705
0.096,0.0
0.097,0.0025010934389155
0.098,0.0
0.099,0.0
0.1,0.0
0.101,0.0017791543504663155
0.10200000000000001,0.0025997733762089326
0.10300000000000001,0.0
0.10400000000000001,0.004048331665794999
0.105,0.00037556668828065754
0.106,0.0020705980898136443
0.107,0.0
