ppm,intensity
0.0,0.00017473546828412236
0.001,0.003002821583122485
0.002,0.0006742886982050261
0.003,0.0
0.004,4.6781918045282127e-05
0.005,0.00421831907880488
0.006,0.0017806997257081392
0.007,0.0017283033689170669
0.008,0.0018786944163567446
0.009000000000000001,0.0012446220902591384
0.01,0.0
0.011,0.0
0.012,0.0
0.013000000000000001,0.003269120815728207
0.014,0.000758497403177936
0.015,0.0
0.016,0.0016117083767857384
0.017,0.0
0.018000000000000002,0.0
0.019,0.0
0.02,0.0
0.021,0.002084115635243254
0.022,1.5556600035316774e-05
0.023,0.0
0.024,0.001921290462101162
0.025,0.0
0.026000000000000002,0.0
0.027,0.0
0.028,0.0
0.029,0.002849269269391516
0.03,0.0019364194735509502
0.031,0.0002831755960103102
0.032,0.0
0.033,0.0007247410857086484
0.034,0.0022562496140273586
0.035,0.0
0.036000000000000004,0.0
0.037,0.0025279457119566345
0.038,0.001114292054102145
0.039,0.0
0.04,0.0019148185417883373
0.041,0.003376848709517177
0.042,0.0
0.043000000000000003,0.0011671249074085691
0.044,0.0
0.045,0.0
0.046,0.0019796665195030688
0.047,0.0
0.048,0.006580936365907391
0.049,0.0005522167417229175
0.05,0.0014499716460205164
0.051000000000000004,0.005239140461969591
0.052000000000000005,0.0
0.053,0.0007623794923372093
0.054,0.0
0.055,0.0019346959524367722
0.056,0.0021859154420794356
0.057,0.0
0.058,0.0
0.059000000000000004,0.0013526880481720548
0.06,0.0035604472171821746
0.061,0.0
0.062,0.0004348778724241421
0.063,0.0022677560795553785
0.064,0.0
0.065,0.0025888884822800376
0.066,0.0
0.067,9.967229832178786e-05
0.068,0.00100334602637869
0.069,0.0013389739981042367
0.07,0.0
0.07100000000000001,0.00032958811503057037
0.07200000000000001,0.0
0.073,0.0
0.074,0.00251870381655486
0.075,0.0
0.076,0.0030750557316255793
0.077,0.001618316144708584
0.078,0.0
0.079,0.0021271846979500045
0.08,0.0
0.081,0.0
0.082,0.003477210714971178
0.083,0.0
0.084,0.00359077695009978
0.085,0.0
0.08600000000000001,0.0
0.08700000000000001,0.0
0.088,0.0
0.089,0.000771414166305295
0.09,0.0
0.091,0.0
0.092,0.004387920545878384
0.093,0.0022306866827186524
0.094,0.0
0.095,0.0018001444469633206
0.096,0.0003033686559213587
0.097,0.001151336081871829
0.098,0.001990872595045905
0.099,0.0
0.1,0.001219953803987389
0.101,0.0
0.10200000000000001,0.0
0.10300000000000001,0.0010759350160713841
